"코드","발주처명","상위코드"
"1371082","문화체육관광부 국립중앙박물관 광주박물관","1371000"
"6270212","대구광역시 달서소방서","6270000"
"B552560","함안지방공사","B000000"
"4701049","전라북도 남원시 금지면","6540000"
"4170041","경기도 양평군 단월면","6410000"
"6411272","경기도화성소방서","6410000"
"5680070","충청남도 당진시 농업기술센터","6440000"
"8462060","전북특별자치도교육청 전북특별자치도부안교육지원청 백산중학교","8321000"
"5440034","경상남도 하동군 적량면","6480000"
"5580054","충청남도 계룡시 공공시설사업소","6440000"
"D077174","국립공원공단계룡산국립공원사무소","B000000"
"D176045","한국가스안전공사 강원영동지사","B000000"
"1390916","농촌진흥청 국립축산과학원 축산자원개발부","1390000"
"B553528","(재)광주창조경제혁신센터","B000000"
"6510042","제주특별자치도 제주시 추자면","6500000"
"6481429","경상남도 농업인력자원관리원","6480000"
"6520033","제주도 서귀포시 송산동","6500000"
"1810050","경찰청 서울특별시경찰청 서울노원경찰서","1320000"
"1543328","농림축산식품부 국립종자원 경남지원","1543000"
"5150132","경상북도 의성군 시설관리사업소","6470000"
"5050056","경상북도 경주시 감포읍","6470000"
"9111133","경상남도거제교육청 거제도서관","9010000"
"4390066","충청북도 충주시 봉방동","6430000"
"4791046","전라북도 부안군 농업기술센터","6540000"
"1272070","법무부 대전지방교정청 천안교도소","1270000"
"1272580","법무부 서울지방교정청 강원북부교도소","1270000"
"1192625","해양수산부 국립수산과학원 해조류연구소","1192000"
"7006540","서울대학교 뉴미디어통신공동연구소","1000000"
"1271731","법무부 청주소년원","1270000"
"B554071","군포도시공사","B000000"
"8222014","충청남도논산교육청 기민중학교","8140000"
"5050120","경상북도 경주시 월성동","6470000"
"5070318","경상북도 안동시 시립도서관","6470000"
"6470489","경상북도 의성소방서","6470000"
"6540115","전북특별자치도 인재개발원","6540000"
"B554655","광주광역시 서구시설관리공단","B000000"
"1400573","산림청 국립산림품종관리센터","1400000"
"7602055","경기도동두천교육청 소요초등학교","7530000"
"1830014","국가보훈부 국립이천호국원","1830000"
"6520074","제주특별자치도 서귀포시 서귀포보건소","6500000"
"B552110","새마을운동중앙회","B000000"
"6410234","경기도 부천소방서","6410000"
"7011457","서울특별시교육청 풍문고등학교","7010000"
"4570043","충청남도 부여군 규암면","6440000"
"7480191","울산광역시교육청 울산스포츠과학고등학교","7480000"
"1339008","경찰청 경상남도경찰청 함양경찰서","1320000"
"5480052","경상남도 합천군 가회면","6480000"
"6114502","서울특별시 서울아리수본부 뚝도아리수정수센터","6110000"
"4701050","전라북도 남원시 대강면","6540000"
"5070253","경상북도 안동시 시립박물관","6470000"
"D338002","대한적십자사 서울시지사","B000000"
"B412004","대한석탄공사 장성사무지소","B000000"
"4540051","충청남도 논산시 양촌면","6440000"
"4540049","충청남도 논산시 연산면","6440000"
"4510097","충청남도 보령시 의회","6440000"
"4580036","충청남도 서천군 화양면","6440000"
"1833190","국가유산청 궁능유적본부 조선왕릉중부지구관리소","1833100"
"1360731","기상청 대구지방기상청","1360000"
"5540313","경기도 광주시 신현동","6410000"
"7341304","인천광역시교육청 인천광역시동부교육지원청 인천은송초등학교","7310000"
"8291107","충청남도교육청 충청남도당진교육지원청 혜성초등학교","8140000"
"B554277","재단법인 평택시문화재단","B000000"
"1192464","해양수산부 국립해양측위정보원","1192000"
"5530219","경기도 화성시 동탄3동","6410000"
"8140169","충청남도교육청 풀무농업고등기술학교","8140000"
"7310038","인천광역시교육청 계산여자고등학교","7310000"
"6110579","서울특별시 노원소방서","6110000"
"5650014","충청남도 천안시 병천면","6440000"
"D242283","대구공공시설관리공단 성서사업소","B000000"
"4701032","전북특별자치도 남원시 환경사업소","6540000"
"4080044","경기도 안성시 일죽면","6410000"
"D338039","대한적십자사 서울적십자병원","B000000"
"3020033","서울특별시 용산구 보건소","6110000"
"1812239","경찰청 제주특별자치도경찰청","1320000"
"6412617","경기도 경기도특수대응단","6410000"
"5630009","경기도 용인시 기흥구 구갈동","6410000"
"4080038","경기도 안성시 서운면","6410000"
"4540053","충청남도 논산시 은진면","6440000"
"4701035","전북특별자치도 남원시 보건소","6540000"
"7271040","대구광역시남부교육청 대건중학교","7240000"
"B556204","전남바이오진흥원 나노바이오연구센터","B000000"
"C010753","강원대학교 삼척캠퍼스 삼척산학협력단","1000000"
"7310056","인천광역시교육청 인일여자고등학교","7310000"
"B553924","천안아산상생협력센터관리조합","B000000"
"B550037","대구신용보증재단","B000000"
"4291040","강원특별자치도 정선군 정선읍","6530000"
"B554774","재단법인 발효미생물산업진흥원","B000000"
"D446101","서산수산업협동조합","B000000"
"B553308","재단법인 사천문화재단","B000000"
"1430207","특허청 국제지식재산연수원","1430000"
"7491096","울산광역시강북교육청 내황초등학교","7480000"
"B554320","재단법인 대전과학산업진흥원","B000000"
"7134106","서울특별시교육청 서울특별시성동교육지원청 서울용답초등학교","7010000"
"6460726","전라남도 해양수산과학원","6460000"
"5090038","경상북도 영주시 안정면","6470000"
"5590303","경기도 양주시 옥정2동","6410000"
"4160013","경기도 가평군 농업기술센터","6410000"
"D354220","한국도로교통공단 춘천운전면허시험장","B000000"
"B551455","서울특별시마포구시설관리공단","B000000"
"1271560","법무부 춘천보호관찰소 속초지소","1270000"
"7531481","경기도교육청 경기도교육청미래과학교육원","7530000"
"1270453","법무부 광주지방교정청 목포교도소","1270000"
"1833100","국가유산청","1833100"
"6285728","인천광역시 부평소방서","6280000"
"1272099","법무부 대구지방교정청 경북북부제2교도소","1270000"
"4590027","충청남도 청양군 농업기술센터","6440000"
"1214045","국세청 중부지방국세청 분당세무서","1210000"
"5420036","경상남도 고성군 하일면","6480000"
"5370051","경상남도 거제시 장목면","6480000"
"6500004","제주특별자치도 감사위원회","6500000"
"D446403","경남 통영시 근해통발수산업협동조합","B000000"
"D438064","예산군산림조합","B000000"
"6460197","전라남도 나주소방서","6460000"
"6471652","경상북도 영양소방서","6470000"
"6480508","경상남도 제승당관리사무소","6480000"
"B553607","재단법인 용인시청소년미래재단","B000000"
"B556001","대구공공시설관리공단 달성사업소","B000000"
"1721159","과학기술정보통신부 중앙전파관리소 서울전파관리소","1721000"
"8352159","전북특별자치도교육청 전북특별자치도익산교육지원청 이리중학교","8321000"
"7621027","경기도교육청 경기도고양교육지원청 원당중학교","7530000"
"8831094","경상북도상주교육청 남산중학교","8750000"
"7281118","대구광역시교육청 대구광역시달성교육지원청 한울안중학교","7240000"
"6471394","경상북도 환동해지역본부 수산자원연구원 토속어류산업화센터","6470000"
"5540205","경기도 광주시 남한산성면","6410000"
"6530338","강원특별자치도 농산물원종장","6530000"
"7091438","서울특별시강남교육청 신반포중학교","7010000"
"5480047","경상남도 합천군 청덕면","6480000"
"1830027","국가보훈부 대전지방보훈청","1830000"
"8000343","충청북도교육청 충청북도학생수련원","8000000"
"D268017","한국장애인고용공단 제주지사","B000000"
"7569011","경기도교육청 경기도안양과천교육지원청 관문초등학교","7530000"
"1371661","문화체육관광부 국립국악고등학교","1371000"
"9010322","경상남도교육청 김해외국어고등학교","9010000"
"9101016","경상남도밀양교육청 산외초등학교","9010000"
"7771009","경기도김포교육청 양곡중학교","7530000"
"4570019","충청남도 부여군 보건소","6440000"
"7008024","한국폴리텍VII 대학 동부산캠퍼스","1000000"
"D077197","국립공원공단 무등산국립공원동부사무소","B000000"
"B554824","대구광역시행복진흥사회서비스원(희망마을)","B000000"
"5580013","충청남도 계룡시 보건소","6440000"
"7751081","경기도용인교육청 보라초등학교","7530000"
"6410413","경기도 용인소방서","6410000"
"B554308","국립해양과학관","B000000"
"C035002","공주대학교 공과대학 학생생활관분관","1000000"
"B554636","고양산업진흥원","B000000"
"B551458","한국학중앙연구원","B000000"
"6470340","경상북도 칠곡소방서","6470000"
"5690058","세종특별자치시 농업기술센터","5690000"
"7391145","광주광역시동부교육청 광주숭일중학교","7380000"
"4781011","전라북도 고창군 상하수도사업소","6540000"
"7150283","부산광역시교육청 부산혜원학교","7150000"
"8781091","경상북도교육청 경상북도김천교육지원청 성의중학교","8750000"
"8941051","경상북도칠곡교육청약동초등학교","8750000"
"6471391","경상북도 환동해지역본부 수산자원연구원","6470000"
"8681030","전라남도영광교육청 염산초등학교","8490000"
"6110574","서울특별시 용산소방서","6110000"
"5430030","경상남도 남해군 삼동면","6480000"
"B554680","수원도시재단","B000000"
"D041744","근로복지공단대구병원","B000000"
"7602131","경기도교육청 경기도동두천양주교육지원청 율정초등학교","7530000"
"B555239","한국서부발전(주) 사업소 평택발전본부","B000000"
"7010236","서울특별시교육청 정신여자고등학교","7010000"
"1812330","경찰청 제주특별자치도경찰청 제주동부경찰서","1320000"
"4390029","충청북도 충주시 보건소","6430000"
"7021106","서울특별시동부교육청 서울장평초등학교","7010000"
"D060824","한국보훈복지의료공단 대구보훈요양원","B000000"
"7679102","경기도교육청 경기도화성오산교육지원청 남양중학교","7530000"
"7661022","경기도교육청 경기도여주교육지원청 대신초등학교","7530000"
"8321208","전북특별자치도교육청 백산고등학교","8321000"
"7121249","서울특별시교육청 서울특별시성북강북교육지원청 새싹유치원","7010000"
"7341028","인천광역시동부교육청 인천만수북초등학교","7310000"
"7380037","광주광역시교육청 전남고등학교","7380000"
"8490535","전라남도교육청 전라남도교육청장성도서관","8490000"
"7380078","광주광역시교육청 호남삼육고등학교","7380000"
"7010582","서울특별시교육청 서울동천학교","7010000"
"1811012","경찰청 경기도남부경찰청 성남수정경찰서","1320000"
"7008289","국립한밭대학교","1000000"
"5090120","경상북도 영주시 문화예술회관","6470000"
"1810018","경찰청 서울특별시경찰청 기동단","1320000"
"1390996","농촌진흥청 국립식량과학원 밭작물개발부","1390000"
"7541354","경기도교육청 경기도수원교육지원청 능실중학교","7530000"
"4620135","충청남도 태안군 해양치유센터","6440000"
"B555240","대구공공시설관리공단 대기환경사업소","B000000"
"7551080","경기도성남교육청 성남신흥초등학교","7530000"
"7021142","서울특별시동부교육청 전일중학교","7010000"
"1400468","산림청 서부지방산림청","1400000"
"7441034","대전광역시동부교육청 보문중학교","7430000"
"4170019","경기도 양평군 보건소","6410000"
"7008030","한국폴리텍II대학 남인천캠퍼스","1000000"
"3720017","울산광역시 북구보건소","6310000"
"4160120","경기도 가평군 평생교육사업소","6410000"
"7882029","강원특별자치도교육청 강원특별자치도홍천교육지원청 구송초등학교","7801000"
"7007997","한국폴리텍II대학 화성캠퍼스","1000000"
"7010764","서울특별시교육청 세현고등학교","7010000"
"7031206","서울특별시서부교육청 연천중학교","7010000"
"7491165","울산광역시강북교육청 울산제일중학교","7480000"
"7541115","경기도수원교육청 창용초등학교","7530000"
"7530131","경기도교육청 평촌고등학교","7530000"
"7681017","경기도파주교육청 파주중학교","7530000"
"7007989","한국폴리텍V대학","1000000"
"7008012","한국폴리텍V대학 익산캠퍼스","1000000"
"7480039","울산광역시교육청 현대고등학교","7480000"
"7021145","서울특별시동부교육청 중화중학교","7010000"
"7081502","서울특별시강서교육청 신목중학교","7010000"
"B552940","구리도시공사","B000000"
"1270280","법무부 대전지방교정청","1270000"
"D338028","대한적십자사 충북혈액원","B000000"
"4181058","강원특별자치도 춘천시 서면","6530000"
"7751091","경기도용인교육청 서천초등학교","7530000"
"7631275","경기도교육청 경기도평택교육지원청 민세초등학교","7530000"
"7530940","경기도교육청 복정고등학교","7530000"
"7191021","부산광역시동래교육청 부곡여자중학교","7150000"
"7021100","서울특별시동부교육청 서울신묵초등학교","7010000"
"7061090","서울특별시중부교육청 서울흥인초등학교","7010000"
"9296092","제주특별자치도교육청 제주시교육지원청 송당초등학교","9290000"
"7530582","경기도교육청 이천제일고등학교","7530000"
"7751123","경기도용인교육청 홍천초등학교","7530000"
"7061054","서울특별시중부교육청동산초등학교","7010000"
"7530820","경기도교육청 동탄고등학교","7530000"
"7530652","경기도교육청 매탄고등학교","7530000"
"7771037","경기도김포교육청 사우초등학교","7530000"
"1371147","문화체육관광부 국립국악원 민속국악원","1371000"
"7010126","서울특별시교육청 경희고등학교","7010000"
"7150403","부산광역시교육청 부산은애학교","7150000"
"7134117","서울특별시성동교육청 세종초등학교","7010000"
"7642049","경기도교육청 경기도군포의왕교육지원청 당동중학교","7530000"
"6261353","부산광역시 현대미술관","6260000"
"3580013","인천광역시 옹진군 보건소","6280000"
"7171042","부산광역시교육청 부산광역시서부교육청 덕원중학교","7150000"
"8140032","충청남도교육청 갈산고등학교","8140000"
"7530903","경기도교육청 경기모바일과학고등학교","7530000"
"7010061","서울특별시교육청 경동고등학교","7010000"
"1270510","법무부 대구지방교정청 경주교도소","1270000"
"8781058","경상북도김천교육청 김천초등학교","8750000"
"8092024","충청북도괴산교육청 문광초등학교","8000000"
"9296052","제주특별자치도교육청 제주시교육지원청 봉개초등학교","9290000"
"7902032","강원특별자치도교육청 강원특별자치도영월교육지원청 봉래중학교","7801000"
"7041146","서울특별시남부교육청 서울영등포초등학교","7010000"
"7051168","서울특별시북부교육청 서울태릉초등학교","7010000"
"7541030","경기도수원교육청 수일중학교","7530000"
"7530657","경기도교육청 신장고등학교","7530000"
"9296020","제주특별자치도교육청 제주시교육지원청 애월중학교","9290000"
"7731008","경기도양평교육청 양평중학교","7530000"
"8511038","전라남도교육청 전라남도여수교육지원청 여수종고초등학교","8490000"
"7081512","서울특별시강서교육청 염창중학교","7010000"
"7310216","인천광역시교육청 옥련여자고등학교","7310000"
"7011348","서울특별시교육청 정독도서관","7010000"
"7530130","경기도교육청퇴계원고등학교","7530000"
"8801180","경상북도교육청 경상북도구미교육지원청 해마루초등학교","8750000"
"7251060","대구광역시동부교육청 대구해서초등학교","7240000"
"B554762","국립소방병원","B000000"
"7751124","경기도용인교육청 효자초등학교","7530000"
"8750360","경상북도교육청 안동영명학교","8750000"
"7882021","강원특별자치도교육청 강원특별자치도홍천교육지원청 홍천남산유치원","7801000"
"7652077","경기도교육청 경기도구리남양주교육지원청 백문초등학교","7530000"
"7652350","경기도교육청 경기도구리남양주교육지원청 화접중학교","7530000"
"7602133","경기도교육청 경기도동두천양주교육지원청 옥정중학교","7530000"
"7551158","경기도교육청 경기도성남교육청 운중중학교","7530000"
"7531463","경기도교육청 한빛누리고등학교","7530000"
"7551044","경기도성남교육청 풍생중학교","7530000"
"7569016","경기도안양교육청 덕천초등학교","7530000"
"7711004","경기도포천교육청 대경중학교","7530000"
"9211005","경상남도거창교육청가조초등학교","9010000"
"9151005","경상남도양산교육청 덕계초등학교","9010000"
"8801110","경상북도교육청 경상북도구미교육지원청 선주초등학교","8750000"
"8941062","경상북도교육청 경상북도칠곡교육지원청 북삼중학교","8750000"
"8801101","경상북도구미교육청 도량초등학교","8750000"
"1724894","과학기술정보통신부 우정사업본부 경북지방우정청 대구우편집중국","1721000"
"7380127","광주광역시교육청 광주동성고등학교","7380000"
"7380076","광주광역시교육청 조선대학교부속고등학교","7380000"
"7401258","광주광역시서부교육청 동아여자중학교","7380000"
"7261011","대구광역시서부교육청 평리중학교","7240000"
"D338059","대한적십자사전북특별자치도혈액원","B000000"
"1270293","법무부 광주지방교정청","1270000"
"7150360","부산광역시교육청 부산천사의학교","7150000"
"7181057","부산광역시남부교육청 용문초등학교","7150000"
"B555241","부산환경공단 강변사업단","B000000"
"7081445","서울특별시강서교육청 서울서정초등학교","7010000"
"7010560","서울특별시교육청 독산고등학교","7010000"
"7331054","인천광역시북부교육청 구산중학교","7310000"
"8490060","전라남도교육청 여천고등학교","8490000"
"9296091","제주특별자치도교육청 제주시교육지원청 세화초등학교","9290000"
"9296018","제주특별자치도교육청 제주시교육지원청 한라중학교","9290000"
"7006350","진주교육대학교 부설초등학교","1000000"
"8140109","충청남도교육청 홍주고등학교","8140000"
"8071013","충청북도영동교육청 추풍령중학교","8000000"
"B552745","한국사회적기업진흥원","B000000"
"D438108","경북 안동시산림조합","B000000"
"7679092","경기도교육청 경기도화성오산교육지원청 화성초등학교","7530000"
"7061067","서울특별시중부교육청서울봉래초등학교","7010000"
"7692046","경기도광주교육청 경화여자중학교","7530000"
"8801139","경상북도구미교육청 구미중학교","8750000"
"8771075","경상북도경주교육청 나원초등학교","8750000"
"6471653","경상북도 환동해지역본부 수산자원연구원 내수면관상어비즈니스센터","6470000"
"7271098","대구광역시남부교육청대구장기초등학교","7240000"
"7010077","서울특별시교육청 면목고등학교","7010000"
"B555242","충청북도 농업기술원 분원","6430000"
"8392083","전북특별자치도교육청 전북특별자치도완주교육지원청 삼우중학교","8321000"
"7251282","대구광역시교육청 대구광역시동부교육지원청 새론중학교","7240000"
"7091405","서울특별시강남교육청 서울언북초등학교","7010000"
"7051151","서울특별시북부교육청 서울월계초등학교","7010000"
"8241024","충청남도서천교육청 서천초등학교","8140000"
"9300194","세종특별자치시교육청 소담초등학교","9300000"
"8761136","경상북도포항교육청 연일초등학교","8750000"
"7130199","서울특별시강동교육청 오주중학교","7010000"
"7480110","울산광역시교육청 울산과학고등학교","7480000"
"7321087","인천광역시남부교육청 인천남중학교","7310000"
"8452059","전북특별자치도교육청 전북특별자치도고창교육지원청 자유중학교","8321000"
"9299057","제주특별자치도교육청 서귀포시교육청 하례초등학교","9290000"
"7021150","서울특별시동부교육청 휘경중학교","7010000"
"7401210","광주광역시서부교육청송원초등학교","7380000"
"9740116","대법원 법원공무원교육원","9740000"
"8362094","전북특별자치도교육청 전북특별자치도정읍교육지원청 신태인중학교","8321000"
"7010230","서울특별시교육청 이화여자외국어고등학교","7010000"
"D061577","한국자산관리공사 부산지역본부","B000000"
"7642034","경기도교육청 경기도군포의왕교육지원청 당정초등학교","7530000"
"7530852","경기도교육청 일산고등학교","7530000"
"1811009","경찰청 경기도남부경찰청 안양동안경찰서","1320000"
"8372073","전북특별자치도교육청 전북특별자치도남원교육지원청 용북중학교","8321000"
"8140358","충청남도교육청 천안상업고등학교","8140000"
"6410402","경기도 고양소방서","6410000"
"7842032","강원특별자치도교육청 강원특별자치도동해교육지원청 동해광희중학교","7801000"
"7008019","한국폴리텍VI대학 포항캠퍼스","1000000"
"7801144","강원특별자치도교육청 상지대관령고등학교","7801000"
"7091423","서울특별시강남교육청 구룡중학교","7010000"
"7211038","부산광역시해운대교육청 해운대여자중학교","7150000"
"7150432","부산성우학교","7150000"
"7240200","대구광역시교육청 대구보명학교","7240000"
"7652241","경기도교육청경기도구리남양주교육지원청주곡중학교","7530000"
"7652065","경기도남양주교육청 동구중학교","7530000"
"7581259","경기도교육청 경기도부천교육지원청 옥길버들초등학교","7530000"
"8851066","경상북도경산교육청 다문초등학교","8750000"
"8521044","전라남도순천교육청 동명초등학교","8490000"
"7401194","광주광역시서부교육청 봉산초등학교","7380000"
"7531096","경기도교육청 서천고등학교","7530000"
"7602099","경기도교육청 경기도동두천양주교육청 송내중앙중학교","7530000"
"8490519","전라남도교육청 순천미래과학고등학교","8490000"
"6411255","경기도 여성비전센터","6410000"
"7031200","서울특별시서부교육청 신수중학교","7010000"
"7581088","경기도부천교육청 심곡초등학교","7530000"
"8490099","전라남도교육청 영암여자고등학교","8490000"
"8951031","경상북도예천교육청 예천중학교","8750000"
"8971034","경상북도울진교육청 울진초등학교","8750000"
"7952020","강원특별자치도교육청 강원특별자치도양구교육지원청 죽리초등학교","7801000"
"9091054","경상남도김해교육청 진례초등학교","9010000"
"7652272","경기도교육청 경기도구리남양주교육지원청 천마중학교","7530000"
"7561145","경기도교육청 경기도의정부교육지원청 훈민중학교","7530000"
"9290055","제주특별자치도교육청 한림고등학교","9290000"
"7003614","청강문화산업대학","1000000"
"7240198","대구광역시교육청 대구덕희학교","7240000"
"B555243","서울올림픽기념국민체육진흥공단 경륜경정총괄본부","B000000"
"7281029","대구광역시달성교육청 대구하빈초등학교","7240000"
"7832060","강원특별자치도교육청 강원특별자치도강릉교육지원청 송양초등학교","7801000"
"7942032","강원특별자치도교육청 강원특별자치도화천교육지원청 상서중학교","7801000"
"7721004","경기도가평교육청 가평북중학교","7530000"
"7621080","경기도교육청 경기도고양교육지원청 오마초등학교","7530000"
"7602152","경기도교육청 경기도동두천양주교육지원청 한빛누리중학교","7530000"
"7631024","경기도교육청 경기도평택교육청 현일초등학교","7530000"
"7530112","경기도교육청 이천고등학교","7530000"
"7731023","경기도교육청경기도양평교육지원청세월초등학교","7530000"
"9151012","경상남도교육청 경상남도양산교육청 삽량초등학교","9010000"
"9010570","경상남도교육청 창녕슈퍼텍고등학교","9010000"
"9091059","경상남도김해교육청 한림초등학교","9010000"
"6471188","경상북도 동물위생시험소","6470000"
"8781109","경상북도교육청 경상북도김천교육지원청 율빛유치원","8750000"
"8750446","경상북도교육청 경주디자인고등학교","8750000"
"8831051","경상북도상주교육청 백원초등학교","8750000"
"7391112","광주광역시교육청 광주광역시동부교육지원청 일신초등학교","7380000"
"7401129","광주광역시교육청 광주광역시서부교육지원청 광주방림초등학교","7380000"
"7007394","금오공과대학교 산학협력단","1000000"
"B554810","부산광역시남구시설관리공단","B000000"
"7180130","부산광역시남부교육청 삼육초등학교","7150000"
"7130146","서울특별시강동교육청 서울영풍초등학교","7010000"
"7061119","서울특별시중부교육청 한양중학교","7010000"
"8332220","전북특별자치도교육청 전북특별자치도전주교육지원청 용흥중학교","8321000"
"8332235","전북특별자치도교육청 전북특별자치도전주교육지원청 전주효문중학교","8321000"
"8321229","전북특별자치도교육청 전북혜화학교","8321000"
"4580016","충청남도 서천군 보건소","6440000"
"8140206","충청남도교육청 충남해양과학고등학교","8140000"
"8241030","충청남도서천교육청 장항중앙초등학교","8140000"
"8000385","충청북도교육청 청암학교","8000000"
"B555244","환경부 국립환경과학원 물환경연구부 금강물환경센터","1480000"
"1833119","국가유산청 국립해양유산연구소","1833100"
"7310079","인천광역시교육청 숭덕여자고등학교","7310000"
"6410424","경기도 김포소방서","6410000"
"8811064","경상북도영주교육청 영광중학교","8750000"
"D160012","한국산업인력공단 대구지역본부","B000000"
"8321111","전북특별자치도교육청 군산동고등학교","8321000"
"7191180","부산광역시교육청 부산광역시동래교육지원청 금빛초등학교","7150000"
"7171055","부산광역시서부교육청 대교초등학교","7150000"
"7391107","광주광역시교육청 광주광역시동부교육지원청 동림초등학교","7380000"
"8501037","전라남도교육청 전라남도목포교육지원청 목포상동초등학교","8490000"
"8501008","전라남도교육청 전라남도목포교육지원청 목포항도여자중학교","8490000"
"8750169","경상북도교육청 문경여자고등학교","8750000"
"8140256","충청남도교육청 배방고등학교","8140000"
"7661025","경기도교육청 경기도여주교육지원청 북내초등학교","7530000"
"7621314","경기도교육청 경기도고양교육지원청 신원중학교","7530000"
"7391111","광주광역시교육청 광주광역시동부교육지원청 용주초등학교","7380000"
"9022086","경상남도교육청 경상남도창원교육지원청 월영초등학교","9010000"
"8352163","전북특별자치도교육청 전북특별자치도익산교육지원청 이일여자중학교","8321000"
"7171082","부산광역시서부교육청 천마초등학교","7150000"
"7801193","강원특별자치도교육청 팔렬고등학교","7801000"
"B555245","한국석유공사 울산지사","B000000"
"7679045","경기도교육청 경기도화성오산교육지원청 안녕초등학교","7530000"
"7679321","경기도교육청 경기도화성오산교육지원청 세미초등학교","7530000"
"7681063","경기도교육청 경기도파주교육지원청 파주초등학교","7530000"
"B555246","한국동서발전(주) 신호남건설추진본부","B000000"
"8781054","경상북도교육청 경상북도김천교육지원청 김천부곡초등학교","8750000"
"9010253","경상남도교육청 창녕대성고등학교","9010000"
"B555247","한국수자원공사 낙동강동부사업단","B000000"
"B555248","전북특별자치도 군산시 기후환경국","6540000"
"4940017","전라남도 영암군 보건소","6460000"
"7569064","경기도안양교육청 신안중학교","7530000"
"4540300","충청남도 논산시 평생학습도서관","6440000"
"B553391","재단법인 인제군 문화재단","B000000"
"B555249","한국동서발전(주) 상생협력처 계약자재부","B000000"
"C050256","국립금오공과대학교산학협력단","1000000"
"7008287","국립목포해양대학교","1000000"
"7679012","경기도교육청경기도화성오산교육지원청구봉초등학교","7530000"
"8161033","충청남도교육청 충청남도공주교육지원청 반포초등학교","8140000"
"4420037","충청북도 보은군 산외면","6430000"
"7191079","부산광역시동래교육청 안락초등학교","7150000"
"7321233","인천광역시교육청 인천광역시남부교육지원청 인천운서중학교","7310000"
"9111034","경상남도거제교육청 장승포초등학교","9010000"
"7021122","서울특별시동부교육청 경희여자중학교","7010000"
"1400460","산림청 남부지방산림청 양산국유림관리소","1400000"
"1450154","산업통상자원부 김제자유무역지역관리원","1450000"
"7692018","경기도광주교육청동부초등학교","7530000"
"7150281","부산광역시교육청 부산구화학교","7150000"
"D446286","포항수산업협동조합","B000000"
"4170085","경기도 양평군 지평면","6410000"
"8000161","충청북도교육청 충주성모학교","8000000"
"7863059","강원특별자치도교육청 강원특별자치도속초양양교육지원청 양양중학교","7801000"
"4170043","경기도 양평군 양동면","6410000"
"7561015","경기도의정부교육청 효자중학교","7530000"
"7832085","강원특별자치도교육청 강원특별자치도강릉교육지원청 관동중학교","7801000"
"1620000","국가인권위원회","1620000"
"1613345","국토교통부 부산지방항공청","1613000"
"7652038","경기도교육청 경기도구리남양주교육지원청 남양주송라초등학교","7530000"
"8171016","충청남도보령교육청 대명중학교","8140000"
"7801138","강원특별자치도교육청 사내고등학교","7801000"
"6286499","인천광역시 소방학교","6280000"
"8332170","전북특별자치도교육청 전북특별자치도전주교육지원청 전주서일초등학교","8321000"
"7181068","부산광역시교육청 부산광역시남부교육청 초읍초등학교","7150000"
"7751018","경기도용인교육청 구갈중학교","7530000"
"8811062","경상북도영주교육청 동산여자중학교","8750000"
"B553655","경북대학교치과병원","B000000"
"9091016","경상남도김해교육청 김해봉황초등학교","9010000"
"8332210","전북특별자치도교육청 전북특별자치도전주교육지원청 전주호성중학교","8321000"
"8261039","충청남도홍성교육청 홍북초등학교","8140000"
"7310048","인천광역시교육청 부평고등학교","7310000"
"8641027","전라남도해남교육청 어란진초등학교","8490000"
"7711024","경기도포천교육청 선단초등학교","7530000"
"B554849","재단법인경기도사회적경제원","B000000"
"1342102","교육부 국립각급학교 한국우진학교","1342000"
"B552301","학교법인세방학원","B000000"
"B552120","지리산권관광개발조합","B000000"
"6471650","경상북도 산림환경연구원 산림문화체험센터","6470000"
"7530576","경기도교육청 고양고등학교","7530000"
"7121360","서울특별시성북교육청 남대문중학교","7010000"
"1811635","경찰청 인천광역시경찰청 인천미추홀경찰서","1320000"
"9221022","경상남도합천교육청 초계초등학교","9010000"
"7150075","부산광역시교육청 부산광역시립해운대도서관","7150000"
"D491266","해양환경공단 제주지사","B000000"
"7530202","경기도교육청 율곡고등학교","7530000"
"4520174","충청남도 아산시 배방읍","6440000"
"6440824","충청남도 농업기술원 양념채소연구소","6440000"
"6412809","경기도 용인서부소방서","6410000"
"7801134","강원특별자치도교육청 봉평고등학교","7801000"
"7007738","경남대학교 산학협력단","1000000"
"7591020","경기도교육청 경기도광명교육지원청 광명북초등학교","7530000"
"B552648","한국언론진흥재단","B000000"
"7771012","경기도김포교육청 통진중학교","7530000"
"7211035","부산광역시해운대교육청 동수영중학교","7150000"
"7781015","경기도교육청 경기도시흥교육지원청 소래초등학교","7530000"
"6411274","경기도 가평소방서","6410000"
"B554620","한국수목원정원관리원","B000000"
"D446094","보령수산업협동조합","B000000"
"3570024","인천광역시 강화군 내가면","6280000"
"8501013","전라남도목포교육청 목포홍일중학교","8490000"
"7401170","광주광역시교육청 광주광역시서부교육지원청 무학초등학교","7380000"
"8490048","전라남도교육청 봉황고등학교","8490000"
"B554980","시립성동청소년센터","B000000"
"7008093","경복대학교","1000000"
"5070057","경상북도 안동시 녹전면","6470000"
"5030013","경상북도 포항시 남구 구룡포읍","6470000"
"7451079","대전광역시교육청 대전광역시서부교육청 대전두리초등학교","7430000"
"5120065","경상북도 문경시 점촌1동","6470000"
"6440954","충청남도 수산자원연구소","6440000"
"5430036","경상남도 남해군 창선면","6480000"
"B555250","한국수력원자력(주) 자재부","B000000"
