"코드","발주처명","상위코드"
"GGGGG","현대메트로타워 (입대의)","GGGGG"
"GGGGG","주례럭키아파트 (입대의)","GGGGG"
"GGGGG","플루리움1단지 (입대의)","GGGGG"
"GGGGG","월평타운아파트 (입대의)","GGGGG"
"GGGGG","교동대림아파트 (입대의)","GGGGG"
"GGGGG","용해동아아파트 (입대의)","GGGGG"
"GGGGG","단원마을아파트 (입대의)","GGGGG"
"GGGGG","청솔6차아파트 (입대의)","GGGGG"
"GGGGG","시대코아아파트 (입대의)","GGGGG"
"GGGGG","논현풍림아파트 (입대의)","GGGGG"
"GGGGG","논산부영아파트 (입대의)","GGGGG"
"GGGGG","온양대우아파트 (입대의)","GGGGG"
"GGGGG","라인그린아파트 (입대의)","GGGGG"
"GGGGG","제이파크아파트 (입대의)","GGGGG"
"GGGGG","연꽃마을아파트 (입대의)","GGGGG"
"GGGGG","드림랜드아파트 (입대의)","GGGGG"
"GGGGG","엄사삼진아파트 (입대의)","GGGGG"
"GGGGG","우성송내아파트 (입대의)","GGGGG"
"GGGGG","창동주공3단지 (입대의)","GGGGG"
"GGGGG","청천광명아파트 (입대의)","GGGGG"
"GGGGG","상인장미4단지 (입대의)","GGGGG"
"GGGGG","국제백양아파트 (입대의)","GGGGG"
"GGGGG","백석현대아파트 (입대의)","GGGGG"
"GGGGG","방화장미아파트 (입대의)","GGGGG"
"GGGGG","송파성원상떼빌 (입대의)","GGGGG"
"GGGGG","구갈풍림아파트 (입대의)","GGGGG"
"GGGGG","경포현대아파트 (입대의)","GGGGG"
"GGGGG","영진4차아파트 (입대의)","GGGGG"
"GGGGG","안산태영아파트 (입대의)","GGGGG"
"GGGGG","홍선금동아파트 (입대의)","GGGGG"
"GGGGG","금천현대아파트 (입대의)","GGGGG"
"GGGGG","대림벽산아파트 (입대의)","GGGGG"
"GGGGG","무안서라아파트 (입대의)","GGGGG"
"GGGGG","군포신환아파트 (입대의)","GGGGG"
"GGGGG","엘지원앙아파트 (입대의)","GGGGG"
"GGGGG","현대산업아파트 (입대의)","GGGGG"
"GGGGG","청학주공7단지 (입대의)","GGGGG"
"GGGGG","회룡한주아파트 (입대의)","GGGGG"
"GGGGG","구암중앙하이츠 (입대의)","GGGGG"
"GGGGG","칠곡동화골든빌 (입대의)","GGGGG"
"GGGGG","대봉화성파크드림 (입대의)","GGGGG"
"GGGGG","두산푸른솔아파트 (입대의)","GGGGG"
"GGGGG","거여5단지아파트 (입대의)","GGGGG"
"GGGGG","리베라아이누리2 (입대의)","GGGGG"
"GGGGG","문막 현진아파트 (입대의)","GGGGG"
"GGGGG","서신비사벌아파트 (입대의)","GGGGG"
"GGGGG","대동황토방아파트 (입대의)","GGGGG"
"GGGGG","우성스마트시티뷰 (입대의)","GGGGG"
"GGGGG","침산2지구아파트 (입대의)","GGGGG"
"GGGGG","천일베리굿아파트 (입대의)","GGGGG"
"GGGGG","독립문극동아파트 (입대의)","GGGGG"
"GGGGG","목현신일해피트리 (입대의)","GGGGG"
"GGGGG","영생비치2차맨션 (입대의)","GGGGG"
"GGGGG","양우내안애팰리스 (입대의)","GGGGG"
"GGGGG","백마1삼성아파트 (입대의)","GGGGG"
"GGGGG","화명뜨란채아파트 (입대의)","GGGGG"
"GGGGG","용당피오레아파트 (입대의)","GGGGG"
"GGGGG","둔촌역청구아파트 (입대의)","GGGGG"
"GGGGG","까치2차 아파트 (입대의)","GGGGG"
"GGGGG","신안3주공아파트 (입대의)","GGGGG"
"GGGGG","가재마을10단지 (입대의)","GGGGG"
"GGGGG","이매촌청구아파트 (입대의)","GGGGG"
"GGGGG","신일유토빌아파트 (입대의)","GGGGG"
"GGGGG","강창태성그린시티 (입대의)","GGGGG"
"GGGGG","범물태성한라창신 (입대의)","GGGGG"
"GGGGG","용현그랜드아파트 (입대의)","GGGGG"
"GGGGG","청담래미안아파트 (입대의)","GGGGG"
"GGGGG","등촌코오롱아파트 (입대의)","GGGGG"
"GGGGG","신도림2차동아A (입대의)","GGGGG"
"GGGGG","감계휴먼빌아파트 (입대의)","GGGGG"
"GGGGG","용봉엘리체아파트 (입대의)","GGGGG"
"GGGGG","대자연마을아파트 (입대의)","GGGGG"
"GGGGG","당감뜨란채아파트 (입대의)","GGGGG"
"GGGGG","쌍용예가 더파크 (입대의)","GGGGG"
"GGGGG","수성월드메르디앙 (입대의)","GGGGG"
"GGGGG","거성학마을아파트 (입대의)","GGGGG"
"GGGGG","답십리동아아파트 (입대의)","GGGGG"
"GGGGG","쌍촌동현대아파트 (입대의)","GGGGG"
"GGGGG","해운대한일아파트 (입대의)","GGGGG"
"GGGGG","강변뜨란채아파트 (입대의)","GGGGG"
"GGGGG","래미안슈르아파트 (입대의)","GGGGG"
"GGGGG","마젤란21아파트 (입대의)","GGGGG"
"GGGGG","한우리1차아파트 (입대의)","GGGGG"
"GGGGG","월드마크아시아드 (입대의)","GGGGG"
"GGGGG","우아동선변오지오 (입대의)","GGGGG"
"GGGGG","한진그랑빌아파트 (입대의)","GGGGG"
"GGGGG","그린코아루아파트 (입대의)","GGGGG"
"GGGGG","센텀롯데캐슬2차 (입대의)","GGGGG"
"GGGGG","서산예천푸르지오 (입대의)","GGGGG"
"GGGGG","일동지에닌아파트 (입대의)","GGGGG"
"GGGGG","두산위브더제니스 (입대의)","GGGGG"
"GGGGG","배곧중흥S클래스 (입대의)","GGGGG"
"GGGGG","LH뜨란채아파트 (입대의)","GGGGG"
"GGGGG","아크로 리버하임 (입대의)","GGGGG"
"GGGGG","산운마을13단지 (입대의)","GGGGG"
"GGGGG","일산자이 1단지 (입대의)","GGGGG"
"GGGGG","성서삼성명가타운 (입대의)","GGGGG"
"GGGGG","여의도자이아파트 (입대의)","GGGGG"
"GGGGG","올림픽훼밀리타운 (입대의)","GGGGG"
"GGGGG","연희 대동아파트 (입대의)","GGGGG"
"GGGGG","신내4단지아파트 (입대의)","GGGGG"
"GGGGG","천연뜨란채아파트 (입대의)","GGGGG"
"GGGGG","이진테마빌아파트 (입대의)","GGGGG"
"GGGGG","울산신천엠코타운 (입대의)","GGGGG"
"GGGGG","대주피오레아파트 (입대의)","GGGGG"
"GGGGG","문산휴먼빌아파트 (입대의)","GGGGG"
"GGGGG","달천아이파크2차 (입대의)","GGGGG"
"GGGGG","대원칸타빌멤버스 (입대의)","GGGGG"
"GGGGG","힐스테이트 명륜 (입대의)","GGGGG"
"GGGGG","방배브라운아파트 (입대의)","GGGGG"
"GGGGG","수락파크빌아파트 (입대의)","GGGGG"
"GGGGG","모아미래도5단지 (입대의)","GGGGG"
"GGGGG","금호어울림아파트 (입대의)","GGGGG"
"GGGGG","옥길호반베르디움 (입대의)","GGGGG"
"GGGGG","성원상떼빌아파트 (입대의)","GGGGG"
"GGGGG","작전동보 아파트 (입대의)","GGGGG"
"GGGGG","센텀롯데캐슬3차 (입대의)","GGGGG"
"GGGGG","구포태평양아파트 (입대의)","GGGGG"
"GGGGG","래미안부평아파트 (입대의)","GGGGG"
"GGGGG","명지한신휴플러스 (입대의)","GGGGG"
"GGGGG","범어청구푸른마을 (입대의)","GGGGG"
"GGGGG","양산코아루아파트 (입대의)","GGGGG"
"GGGGG","신대방현대아파트 (입대의)","GGGGG"
"GGGGG","유승한내들아파트 (입대의)","GGGGG"
"GGGGG","서초래미안아파트 (입대의)","GGGGG"
"GGGGG","효자뷰티빌아파트 (입대의)","GGGGG"
"GGGGG","평택개나리아파트 (입대의)","GGGGG"
"GGGGG","침산한라스카이빌 (입대의)","GGGGG"
"GGGGG","성수갤러리아포레 (입대의)","GGGGG"
"GGGGG","연산SK뷰1단지 (입대의)","GGGGG"
"GGGGG","성포 선경아파트 (입대의)","GGGGG"
"GGGGG","수성화성파크드림 (입대의)","GGGGG"
"GGGGG","에이스3차아파트 (입대의)","GGGGG"
"GGGGG","간석 극동아파트 (입대의)","GGGGG"
"GGGGG","엄궁코오롱아파트 (입대의)","GGGGG"
"GGGGG","뉴서울1차아파트 (입대의)","GGGGG"
"GGGGG","롯데인벤스스카이 (입대의)","GGGGG"
"GGGGG","우미오션빌아파트 (입대의)","GGGGG"
"GGGGG","극동늘푸른아파트 (입대의)","GGGGG"
"GGGGG","용산CJ나인파크 (입대의)","GGGGG"
"GGGGG","길음동부센트레빌 (입대의)","GGGGG"
"GGGGG","은파코아루아파트 (입대의)","GGGGG"
"GGGGG","남악골드디움2차 (입대의)","GGGGG"
"GGGGG","고랑동명성아파트 (입대의)","GGGGG"
"GGGGG","에메랄드퀸아파트 (입대의)","GGGGG"
"GGGGG","대방노블랜드8차 (입대의)","GGGGG"
"GGGGG","용인라이프아파트 (입대의)","GGGGG"
"GGGGG","아산 신라아파트 (입대의)","GGGGG"
"GGGGG","세영첼시빌아파트 (입대의)","GGGGG"
"GGGGG","서면 센트럴스타 (입대의)","GGGGG"
"GGGGG","역삼한스빌아파트 (입대의)","GGGGG"
"GGGGG","보미파란채아파트 (입대의)","GGGGG"
"GGGGG","오산대역세교자이 (입대의)","GGGGG"
"GGGGG","빛가람LH2단지 (입대의)","GGGGG"
"GGGGG","다우훼밀리아파트 (입대의)","GGGGG"
"GGGGG","학여울청구아파트 (입대의)","GGGGG"
"GGGGG","e편한세상 다산 (입대의)","GGGGG"
"GGGGG","두산위브2001 (입대의)","GGGGG"
"GGGGG","수지 현대아파트 (입대의)","GGGGG"
"GGGGG","삼신16차아파트 (입대의)","GGGGG"
"GGGGG","동국제2강변타워 (입대의)","GGGGG"
"GGGGG","조촌 삼성아파트 (입대의)","GGGGG"
"GGGGG","더 힐 시그니처 (입대의)","GGGGG"
"GGGGG","효자동대림아파트 (입대의)","GGGGG"
"GGGGG","우장산롯데아파트 (입대의)","GGGGG"
"GGGGG","마곡엠밸리9단지 (입대의)","GGGGG"
"GGGGG","한림리츠빌아파트 (입대의)","GGGGG"
"GGGGG","호계한마음아파트 (입대의)","GGGGG"
"GGGGG","서광파크빌아파트 (입대의)","GGGGG"
"GGGGG","옥포LH허브시티 (입대의)","GGGGG"
"GGGGG","비산한신휴플러스 (입대의)","GGGGG"
"GGGGG","안고을우성아파트 (입대의)","GGGGG"
"GGGGG","롯데캐슬마스터원 (입대의)","GGGGG"
"GGGGG","신안2차흥한타운 (입대의)","GGGGG"
"GGGGG","가재마을12단지 (입대의)","GGGGG"
"GGGGG","수진마을써니벨리 (입대의)","GGGGG"
"GGGGG","부곡3주공아파트 (입대의)","GGGGG"
"GGGGG","미사강변스타힐스 (입대의)","GGGGG"
"GGGGG","칠성동삼성아파트 (입대의)","GGGGG"
"GGGGG","장유 부영16차 (입대의)","GGGGG"
"GGGGG","광교더리브아파트 (입대의)","GGGGG"
"GGGGG","우방힐타운아파트 (입대의)","GGGGG"
"GGGGG","대원칸타빌아파트 (입대의)","GGGGG"
"GGGGG","청북 이안아파트 (입대의)","GGGGG"
"GGGGG","롯데아파트낙천대 (입대의)","GGGGG"
"GGGGG","월드컵현대아파트 (입대의)","GGGGG"
"GGGGG","장현 신우아파트 (입대의)","GGGGG"
"GGGGG","권선 대림아파트 (입대의)","GGGGG"
"GGGGG","석사2지구아파트 (입대의)","GGGGG"
"GGGGG","롯데캐슬노블레스 (입대의)","GGGGG"
"GGGGG","동부한우리아파트 (입대의)","GGGGG"
"GGGGG","이화제일그린파크 (입대의)","GGGGG"
"GGGGG","현대멤피스아파트 (입대의)","GGGGG"
"GGGGG","목동 건영아파트 (입대의)","GGGGG"
"GGGGG","롯데캐슬베네치아 (입대의)","GGGGG"
"GGGGG","명천코아루아파트 (입대의)","GGGGG"
"GGGGG","가수원계룡아파트 (입대의)","GGGGG"
"GGGGG","옥암코아루아파트 (입대의)","GGGGG"
"GGGGG","이천 거평아파트 (입대의)","GGGGG"
"GGGGG","부평두산위브아파 (입대의)","GGGGG"
"GGGGG","두정5차푸르지오 (입대의)","GGGGG"
"GGGGG","성포예술인아파트 (입대의)","GGGGG"
"GGGGG","수지현대성우3차 (입대의)","GGGGG"
"GGGGG","하복대삼일아파트 (입대의)","GGGGG"
"GGGGG","취암모닝빌아파트 (입대의)","GGGGG"
"GGGGG","오산자이 아파트 (입대의)","GGGGG"
"GGGGG","한울마을모아엘가 (입대의)","GGGGG"
"GGGGG","새롬성원네오파트 (입대의)","GGGGG"
"GGGGG","한라비발디아파트 (입대의)","GGGGG"
"GGGGG","고양삼송아이파크 (입대의)","GGGGG"
"GGGGG","명곡미래빌1단지 (입대의)","GGGGG"
"GGGGG","퇴계원성원아파트 (입대의)","GGGGG"
"GGGGG","신한미리내아파트 (입대의)","GGGGG"
"GGGGG","삼익세라믹아파트 (입대의)","GGGGG"
"GGGGG","삼성동한솔아파트 (입대의)","GGGGG"
"GGGGG","부산더샵파크시티 (입대의)","GGGGG"
"GGGGG","하안1단지아파트 (������대의)","GGGGG"
"GGGGG","동산동삼성아파트 (입대의)","GGGGG"
"GGGGG","고덕 태평아파트 (입대의)","GGGGG"
"GGGGG","풍영리버빌아파트 (입대의)","GGGGG"
"GGGGG","우리유앤미아파트 (입대의)","GGGGG"
"GGGGG","은아아파트3단지 (입대의)","GGGGG"
"GGGGG","무양지엘리베라움 (입대의)","GGGGG"
"GGGGG","칠서에이스아파트 (입대의)","GGGGG"
"GGGGG","금강아미움아파트 (입대의)","GGGGG"
"GGGGG","오송경남아너스빌 (입대의)","GGGGG"
"GGGGG","벽산 첼시빌2차 (입대의)","GGGGG"
"GGGGG","대주파크빌아파트 (입대의)","GGGGG"
"GGGGG","목동2단지아파트 (입대의)","GGGGG"
"GGGGG","목동3단지아파트 (입대의)","GGGGG"
"GGGGG","도곡대림아크로빌 (입대의)","GGGGG"
"GGGGG","삼성코아루아파트 (입대의)","GGGGG"
"GGGGG","다모아타운아파트 (입대의)","GGGGG"
"GGGGG","부평코오롱하늘채 (입대의)","GGGGG"
"GGGGG","미사강변루나리움 (입대의)","GGGGG"
"GGGGG","포레나노원아파트 (입대의)","GGGGG"
"GGGGG","경보3차그린타워 (입대의)","GGGGG"
"GGGGG","dmc우방아파트 (입대의)","GGGGG"
"GGGGG","한남하이츠아파트 (입대의)","GGGGG"
"GGGGG","호평파라곤아파트 (입대의)","GGGGG"
"GGGGG","중랑해모로아파트 (입대의)","GGGGG"
"GGGGG","갈산 아주아파트 (입대의)","GGGGG"
"GGGGG","동일하이빌아파트 (입대의)","GGGGG"
"GGGGG","방학신동아1단지 (입대의)","GGGGG"
"GGGGG","도안리슈빌아파트 (입대의)","GGGGG"
"GGGGG","롯데인벤스아파트 (입대의)","GGGGG"
"GGGGG","독립문삼호아파트 (입대의)","GGGGG"
"GGGGG","강선마을한신아파트 (입대의)","GGGGG"
"GGGGG","구곡2차현대아파트 (입대의)","GGGGG"
"GGGGG","토성동경동리인타워 (입대의)","GGGGG"
"GGGGG","자양현대5차아파트 (입대의)","GGGGG"
"GGGGG","우림필유2차아파트 (입대의)","GGGGG"
"GGGGG","한일타운2차아파트 (입대의)","GGGGG"
"GGGGG","대왕암엘크루아파트 (입대의)","GGGGG"
"GGGGG","부암화승삼성아파트 (입대의)","GGGGG"
"GGGGG","탄현1차건영아파트 (입대의)","GGGGG"
"GGGGG","현대성우1차아파트 (입대의)","GGGGG"
"GGGGG","문현2차현대아파트 (입대의)","GGGGG"
"GGGGG","삼익풍림동아아파트 (입대의)","GGGGG"
"GGGGG","부송동아1차아파트 (입대의)","GGGGG"
"GGGGG","가경태암수정아파트 (입대의)","GGGGG"
"GGGGG","반포현대동궁아파트 (입대의)","GGGGG"
"GGGGG","검암2차풍림아이원 (입대의)","GGGGG"
"GGGGG","직산우성8차아파트 (입대의)","GGGGG"
"GGGGG","청담삼성진흥아파트 (입대의)","GGGGG"
"GGGGG","일산푸르지오아파트 (입대의)","GGGGG"
"GGGGG","장천대동다숲아파트 (입대의)","GGGGG"
"GGGGG","수서까치마을아파트 (입대의)","GGGGG"
"GGGGG","원일가대라곡아파트 (입대의)","GGGGG"
"GGGGG","염창롯데캐슬아파트 (입대의)","GGGGG"
"GGGGG","마곡현대1차아파트 (입대의)","GGGGG"
"GGGGG","경남아너스빌아파트 (입대의)","GGGGG"
"GGGGG","중산하늘채더퍼스트 (입대의)","GGGGG"
"GGGGG","호평중흥s-클래스 (입대의)","GGGGG"
"GGGGG","위시티휴먼빌아파트 (입대의)","GGGGG"
"GGGGG","덕진광양의봄아파트 (입대의)","GGGGG"
"GGGGG","진월2차진아하이빌 (입대의)","GGGGG"
"GGGGG","대우롯데선경아파트 (입대의)","GGGGG"
"GGGGG","진흥마제스타워범일 (입대의)","GGGGG"
"GGGGG","포일숲속마을3단지 (입대의)","GGGGG"
"GGGGG","삼익그린2차아파트 (입대의)","GGGGG"
"GGGGG","햇빛20단지아파트 (입대의)","GGGGG"
"GGGGG","송파더센트레아파트 (입대의)","GGGGG"
"GGGGG","그랑시티자이아파트 (입대의)","GGGGG"
"GGGGG","나운동 우성아파트 (입대의)","GGGGG"
"GGGGG","세양청구마을아파트 (입대의)","GGGGG"
"GGGGG","포도마을삼보아파트 (입대의)","GGGGG"
"GGGGG","용곡우림필유아파트 (입대의)","GGGGG"
"GGGGG","청담2차현대아파트 (입대의)","GGGGG"
"GGGGG","현대뜨레비앙아파트 (입대의)","GGGGG"
"GGGGG","광안현대하이페리온 (입대의)","GGGGG"
"GGGGG","캐슬앤칸타빌아파트 (입대의)","GGGGG"
"GGGGG","신내건영2차아파트 (입대의)","GGGGG"
"GGGGG","보은신한헤센아파트 (입대의)","GGGGG"
"GGGGG","래미안영통마크원2 (입대의)","GGGGG"
"GGGGG","꿈마을 금호아파트 (입대의)","GGGGG"
"GGGGG","GS강동자이아파트 (입대의)","GGGGG"
"GGGGG","율하역엘크루아파트 (입대의)","GGGGG"
"GGGGG","낙양경희삼백아파트 (입대의)","GGGGG"
"GGGGG","신내동성4차아파트 (입대의)","GGGGG"
"GGGGG","괴정한신청록아파트 (입대의)","GGGGG"
"GGGGG","서면봄여름가을겨울 (입대의)","GGGGG"
"GGGGG","묵동신안1차아파트 (입대의)","GGGGG"
"GGGGG","논현주공2-2단지 (입대의)","GGGGG"
"GGGGG","안성롯데캐슬아파트 (입대의)","GGGGG"
"GGGGG","옥빛마을일신아파트 (입대의)","GGGGG"
"GGGGG","양동센트럴뷰아파트 (입대의)","GGGGG"
"GGGGG","대승하이아트아파트 (입대의)","GGGGG"
"GGGGG","죽동푸르지오아파트 (입대의)","GGGGG"
"GGGGG","대송현대2차아파트 (입대의)","GGGGG"
"GGGGG","울산 신정푸르지오 (입대의)","GGGGG"
"GGGGG","오남한신2차아파트 (입대의)","GGGGG"
"GGGGG","하계현대우성아파트 (입대의)","GGGGG"
"GGGGG","강서한강자이아파트 (입대의)","GGGGG"
"GGGGG","금빛마을현대아파트 (입대의)","GGGGG"
"GGGGG","염창동아3차아파트 (입대의)","GGGGG"
"GGGGG","연수대우삼환아파트 (입대의)","GGGGG"
"GGGGG","e편한세상센트레빌 (입대의)","GGGGG"
"GGGGG","마포래미안푸르지오 (입대의)","GGGGG"
"GGGGG","라이프새여울아파트 (입대의)","GGGGG"
"GGGGG","양산 서희스타힐스 (입대의)","GGGGG"
"GGGGG","화봉쌍용예가아파트 (입대의)","GGGGG"
"GGGGG","서면아이파크아파트 (입대의)","GGGGG"
"GGGGG","반여현대그린아파트 (입대의)","GGGGG"
"GGGGG","명지롯데캐슬아파트 (입대의)","GGGGG"
"GGGGG","연지자이2차아파트 (입대의)","GGGGG"
"GGGGG","벽산라인타운아파트 (입대의)","GGGGG"
"GGGGG","관악푸르지오아파트 (입대의)","GGGGG"
"GGGGG","동양크레오 아파트 (입대의)","GGGGG"
"GGGGG","간석우성1차아파트 (입대의)","GGGGG"
"GGGGG","당산푸르지오아파트 (입대의)","GGGGG"
"GGGGG","부산더샵시티애비뉴 (입대의)","GGGGG"
"GGGGG","만현두산위브아파트 (입대의)","GGGGG"
"GGGGG","한강밤섬자이아파트 (입대의)","GGGGG"
"GGGGG","홍제푸르지오아파트 (입대의)","GGGGG"
"GGGGG","잠실파크리오아파트 (입대의)","GGGGG"
"GGGGG","양도마을대림아파트 (입대의)","GGGGG"
"GGGGG","옥암펠리시아아파트 (입대의)","GGGGG"
"GGGGG","산남푸르지오아파트 (입대의)","GGGGG"
"GGGGG","왕길동 유승아파트 (입대의)","GGGGG"
"GGGGG","덕소강변현대홈타운 (입대의)","GGGGG"
"GGGGG","유등마을쌍용아파트 (입대의)","GGGGG"
"GGGGG","서신2차동아아파트 (입대의)","GGGGG"
"GGGGG","제주삼화LH2단지 (입대의)","GGGGG"
"GGGGG","사정동원가든아파트 (입대의)","GGGGG"
"GGGGG","대우트럼프월드2차 (입대의)","GGGGG"
"GGGGG","탕정삼성트라팰리스 (입대의)","GGGGG"
"GGGGG","태장주공2차아파트 (입대의)","GGGGG"
"GGGGG","한림엘리시온아파트 (입대의)","GGGGG"
"GGGGG","후곡13태영아파트 (입대의)","GGGGG"
"GGGGG","중계건영3차아파트 (입대의)","GGGGG"
"GGGGG","LG한강자이아파트 (입대의)","GGGGG"
"GGGGG","벽산라인훼미리타운 (입대의)","GGGGG"
"GGGGG","산본수리한양아파트 (입대의)","GGGGG"
"GGGGG","수락산벨리체아파트 (입대의)","GGGGG"
"GGGGG","서창퍼스트뷰아파트 (입대의)","GGGGG"
"GGGGG","오륙도뜨란채아파트 (입대의)","GGGGG"
"GGGGG","e편한세상동래명장 (입대의)","GGGGG"
"GGGGG","첫마을2단지아파트 (입대의)","GGGGG"
"GGGGG","대곡9단지아람마을 (입대의)","GGGGG"
"GGGGG","메트로자이 아파트 (입대의)","GGGGG"
"GGGGG","죽림신동아파밀리에 (입대의)","GGGGG"
"GGGGG","호매실 GS아파트 (입대의)","GGGGG"
"GGGGG","형곡오딧세이아파트 (입대의)","GGGGG"
"GGGGG","명천주공5차아파트 (입대의)","GGGGG"
"GGGGG","양산신기주공아파트 (입대의)","GGGGG"
"GGGGG","우성삼천2차아파트 (입대의)","GGGGG"
"GGGGG","계룡블루힐스아파트 (입대의)","GGGGG"
"GGGGG","소촌라인1차아파트 (입대의)","GGGGG"
